,supersub_activated_leg_yn,bet_type,in_play_yn,sim,total_stakes,total_payout
1068,N,Multiple,N,0,54993.59091900,359225.983169
1069,N,Single,Y,105,7899.60997300,52598.510259
1070,Y,Single,Y,193,1064.60071400,5316.222163
1071,N,Single,Y,176,4911.40857100,23622.365172
1072,N,Multiple,N,127,35832.24732400,326880.631553
1073,Y,Multiple,Y,98,1744.74997400,30742.736652
1074,N,Multiple,Y,196,2528.76361500,35134.238084
1075,N,Multiple,N,137,24183.50503400,390092.815736
1076,N,Single,N,35,7804.58161200,38928.338894
1077,Y,Multiple,N,9,24152.79197900,274384.876394
1078,Y,Multiple,N,122,15094.96822500,258624.702186
1079,N,Single,Y,14,9900.21576400,43861.169531
1080,Y,Multiple,Y,100,3925.46557100,45657.924323
1081,Y,Multiple,N,142,8786.66191400,101473.740786
1082,N,Single,Y,164,6607.40541800,29344.248846
1083,N,Single,N,52,2107.99005000,7613.262498
1084,N,Single,Y,77,8974.46026800,47013.699375
1085,N,Multiple,N,148,38786.03214100,318164.958315
1086,Y,Multiple,N,85,11921.17117000,180540.780995
1087,Y,Single,Y,48,3189.98206000,8537.111521
1088,N,Single,N,155,8402.77949100,26951.881871
1089,N,Single,Y,70,7616.27000600,39093.448084
1090,N,Multiple,Y,154,2997.05930800,43065.364899
1091,N,Multiple,Y,47,851.65671200,14206.232148
1092,Y,Multiple,Y,126,1041.24224500,9340.437715
1093,Y,Multiple,Y,188,3102.22623500,29338.011879
1094,N,Multiple,Y,15,3725.06238800,37617.164165
1095,Y,Single,N,3,5604.44373300,17145.692005
1096,N,Multiple,Y,50,1394.12241000,23748.776007
1097,Y,Multiple,Y,54,947.48884800,13234.693621
1098,Y,Single,Y,61,2631.36248400,7858.283962
1099,Y,Single,Y,103,1644.00743400,7685.441191
1100,N,Single,Y,18,6856.77874500,32507.601116
1101,N,Multiple,N,61,29015.69729600,418264.810053
1102,N,Multiple,Y,177,2725.44187500,35322.755503
1103,Y,Single,N,142,6452.73346000,22020.243394
1104,Y,Single,Y,100,2062.45761600,7522.102331
1105,N,Single,Y,196,7152.41178000,33020.058517
1106,Y,Multiple,Y,65,2214.94394900,22095.828240
1107,N,Multiple,Y,49,2714.73214600,25398.532340
1108,Y,Multiple,Y,116,3826.00898400,45429.955922
1109,Y,Multiple,N,67,3890.42331700,51707.998907
1110,Y,Multiple,Y,25,262.79450000,3318.930126
1111,N,Multiple,Y,147,3021.34443600,37871.057542
1112,N,Multiple,N,18,31354.24774700,269516.704419
1113,N,Multiple,Y,53,3599.11144000,40018.490291
1114,N,Single,N,83,17776.59774800,52318.048443
1115,Y,Single,N,8,1107.86969000,2448.619959
1116,N,Multiple,Y,193,2529.05353800,32289.257081
1117,Y,Single,Y,133,3479.99253500,10999.923753
1118,Y,Single,Y,24,943.47981400,3352.059156
1119,N,Single,Y,23,11660.16518700,55638.733531
1120,N,Multiple,N,161,15033.54048600,220628.021568
1121,N,Single,Y,64,4953.59773300,38477.317133
1122,N,Multiple,Y,76,3686.80171400,41592.026518
1123,N,Single,N,101,14928.45131600,48074.454959
1124,N,Multiple,Y,140,3450.32976400,36394.748559
1125,Y,Single,N,136,1509.15914300,3450.853231
1126,Y,Multiple,Y,174,1009.95120000,8000.700552
1127,Y,Multiple,N,79,4102.58092000,41866.401554
1128,Y,Multiple,N,66,82611.84967600,865421.848916
1129,N,Multiple,N,8,8832.34717200,115969.857867
1130,N,Single,Y,0,7217.69326000,39302.930130
1131,Y,Multiple,Y,198,859.65345000,8009.043311
1132,Y,Multiple,Y,29,134.56416500,1883.874936
1133,Y,Multiple,N,115,4580.36288900,49652.638009
1134,N,Multiple,N,73,34177.05924300,415418.978061
1135,N,Single,Y,42,3988.78940900,27890.217896
1136,Y,Multiple,Y,97,1217.20078000,12136.462552
1137,N,Single,N,47,1879.30481800,6170.168708
1138,Y,Single,N,143,1283.81120000,3575.155429
1139,N,Multiple,N,91,10796.79909300,158181.408967
1140,N,Single,Y,89,5940.20266200,36760.430159
1141,Y,Multiple,Y,169,868.60584300,12147.881135
1142,Y,Single,Y,28,1504.03366900,6018.063332
1143,N,Single,N,173,5878.28342700,20499.860158
1144,Y,Multiple,Y,46,1758.92697000,22829.595125
1145,Y,Single,N,60,7196.22485800,36212.683070
1146,N,Single,Y,171,3269.92045700,22988.402790
1147,N,Multiple,Y,136,1045.11266700,13867.525114
1148,N,Multiple,N,78,5174.93189800,101435.120615
1149,Y,Multiple,N,26,79988.35073900,965821.766066
1150,Y,Multiple,Y,56,2003.44114800,21532.452737
1151,N,Single,N,27,7166.29625300,21874.184355
1152,Y,Single,N,167,17581.16722800,31575.439360
1153,Y,Single,Y,12,927.81934200,2442.996201
1154,N,Multiple,Y,195,711.57699000,10734.397123
1155,N,Single,N,147,20320.72967900,59133.514875
1156,N,Single,Y,191,6180.86477300,27111.955710
1157,N,Multiple,N,171,12322.66916700,102785.640855
1158,N,Multiple,Y,84,3891.77857200,35929.448461
1159,Y,Multiple,N,178,6158.89179300,85089.709702
1160,Y,Multiple,N,41,2502.17449300,67338.018491
1161,N,Single,Y,107,5604.67788300,32458.160138
1162,Y,Single,N,53,4777.29776000,9120.775826
1163,N,Multiple,Y,109,5505.90663300,47447.368367
1164,Y,Multiple,N,6,20688.99321300,206498.438179
1165,Y,Multiple,Y,151,243.92990000,2203.833579
1166,Y,Single,Y,96,1815.17012800,4815.580539
1167,Y,Multiple,N,112,8074.27892200,128533.176399
1168,N,Single,N,109,6741.77970500,27356.649268
1169,Y,Multiple,N,16,47338.17358200,795380.191520
1170,Y,Multiple,Y,184,1961.71797800,25242.979536
1171,N,Multiple,N,1,6068.55247200,107563.798294
1172,N,Single,Y,32,8249.55620700,36450.319040
1173,N,Single,Y,104,1597.15845900,12912.099836
1174,N,Multiple,N,163,11566.75398300,196524.887470
1175,Y,Single,Y,4,778.64384500,2804.433335
1176,Y,Single,Y,55,1013.04752000,2966.716320
1177,Y,Multiple,N,97,12254.72925500,159498.808765
1178,N,Single,N,42,4843.80295500,29191.474653
1179,N,Single,N,0,25461.62163300,97461.011309
1180,N,Single,N,30,4551.24520900,54614.945445
1181,N,Single,Y,172,5166.73250000,32525.162549
1182,Y,Single,Y,132,1412.68849200,6973.124858
1183,Y,Single,Y,93,1968.95492500,6879.244112
1184,N,Single,N,136,32003.09054700,95831.984977
1185,N,Multiple,Y,119,3587.50362500,35365.631992
1186,N,Multiple,Y,157,6284.63509100,72804.785463
1187,N,Single,Y,61,4409.43823800,27486.218753
1188,Y,Single,N,14,2087.22583200,4053.735238
1189,N,Single,N,172,8717.80049300,43587.347787
1190,N,Single,Y,181,8418.10714200,45951.094486
1191,Y,Multiple,N,131,47072.54511100,658436.497886
1192,N,Single,N,61,9211.60270000,32513.339810
1193,Y,Single,N,98,3238.17359500,9661.195532
1194,N,Multiple,N,110,9308.97894100,126642.045497
1195,Y,Multiple,N,120,10138.12320000,137886.390208
1196,N,Single,N,15,3015.92903500,10118.341040
1197,N,Multiple,Y,78,1072.21675000,19085.321579
1198,N,Multiple,Y,81,1300.46342500,15608.905836
1199,Y,Multiple,N,169,12736.50968500,152415.068175
1200,Y,Multiple,N,31,13707.00626100,141949.711563
1201,N,Multiple,N,90,67420.32006100,793417.573040
1202,N,Multiple,N,170,17812.09964600,212325.785972
1203,N,Single,N,69,19663.18379700,97215.140502
1204,N,Single,N,17,17828.67360800,59210.587255
1205,Y,Multiple,Y,178,727.33826200,8893.297968
1206,N,Multiple,Y,171,1405.39601600,11234.762109
1207,Y,Multiple,N,60,2949.01793700,31833.442621
1208,N,Multiple,Y,67,2668.91943400,30704.742022
1209,N,Single,Y,31,2341.76058400,15343.032779
1210,Y,Single,N,62,13528.83831000,54720.842770
1211,Y,Single,N,19,17204.81078200,49074.779947
1212,N,Single,Y,38,5076.35099800,26482.004648
1213,Y,Multiple,N,147,81331.04210400,904094.679908
1214,N,Multiple,Y,190,2606.18767800,59732.003408
1215,Y,Multiple,Y,34,1433.19649500,17733.996278
1216,Y,Multiple,Y,39,913.17315300,10850.317933
1217,N,Single,N,54,35514.05815400,95067.574347
1218,N,Multiple,Y,176,2981.96584100,28864.944880
1219,N,Single,N,21,5246.64349800,14012.231011
1220,Y,Multiple,N,48,16957.06199000,185594.421283
1221,Y,Single,N,89,6481.60168500,21861.790420
1222,Y,Multiple,Y,117,1386.19531500,18773.038064
1223,N,Multiple,Y,159,2749.23759400,40175.134242
1224,Y,Multiple,N,69,11494.35163400,182143.225677
1225,Y,Multiple,N,113,89391.76108900,991009.789849
1226,Y,Multiple,N,20,15576.14774800,183078.185474
1227,Y,Single,Y,146,6191.91768800,19564.115959
1228,Y,Single,N,97,1761.61390000,6715.874815
1229,Y,Single,N,34,6038.83039300,15006.402573
1230,Y,Single,N,145,1531.87174000,3945.926409
1231,Y,Single,N,105,2525.45755300,5792.001468
1232,Y,Single,N,176,3618.19868800,7715.748142
1233,N,Single,N,43,3442.19411000,8426.152979
1234,Y,Multiple,Y,45,272.33630000,3905.749173
1235,N,Multiple,N,112,51280.43295800,954536.643094
1236,N,Multiple,N,16,10435.77685200,125392.513142
1237,Y,Multiple,Y,107,1400.46381000,13003.097513
1238,N,Multiple,Y,80,3833.39982900,61807.876667
1239,Y,Single,N,151,2847.42549000,13277.233675
1240,N,Single,N,190,12445.11154600,52932.907715
1241,N,Single,N,176,12997.12578800,43856.066640
1242,N,Single,N,32,14923.25351100,46310.838386
1243,N,Single,N,104,6512.90378500,29497.834856
1244,Y,Single,N,55,16916.48366000,32627.923498
1245,Y,Multiple,Y,30,471.93630000,12090.372115
1246,N,Multiple,N,54,13331.32722100,214018.901840
1247,Y,Single,N,108,2531.25838500,6388.302702
1248,Y,Multiple,Y,50,1797.95511400,17622.569530
1249,Y,Multiple,Y,42,7513.45330000,37007.372365
1250,Y,Single,Y,190,675.68133000,2813.948212
1251,N,Single,N,55,8927.39719400,23369.988794
1252,N,Single,N,4,6241.16860900,24591.666515
1253,Y,Multiple,N,154,17387.96888000,242365.217356
1254,Y,Multiple,Y,168,2467.28946900,30558.996132
1255,Y,Single,N,77,1469.02791000,4092.405979
1256,Y,Multiple,Y,2,2187.30812500,21187.844896
1257,Y,Multiple,Y,0,2264.02411000,26391.234723
1258,N,Multiple,N,15,14405.35575200,125428.080812
1259,N,Multiple,N,123,35799.31499500,299500.437610
1260,N,Multiple,Y,17,1473.84475200,25130.694193
1261,Y,Multiple,N,192,28856.04620900,292065.456814
1262,Y,Single,N,103,3167.43049500,11194.155044
1263,Y,Multiple,N,21,23825.69964100,218730.458418
1264,Y,Multiple,Y,181,1115.65720200,12425.870779
1265,N,Multiple,Y,66,6159.41080900,55932.214480
1266,Y,Multiple,Y,160,1982.30917400,20490.891344
1267,Y,Multiple,Y,180,2612.62654200,31093.810122
1268,Y,Single,Y,49,422.38014000,1530.100630
1269,N,Multiple,N,60,38149.47874600,422979.339293
1270,Y,Single,Y,182,10091.30528500,19227.270282
1271,N,Single,Y,94,5036.29725500,33197.913303
1272,N,Single,N,188,7617.60760000,36502.507271
1273,N,Multiple,Y,86,2390.95080900,24367.256678
1274,Y,Single,N,190,1697.01889100,6663.063118
1275,N,Single,Y,153,6058.34856300,25260.744157
1276,Y,Multiple,Y,146,4447.18939600,35462.138388
1277,N,Single,Y,165,5555.00645900,30950.151180
1278,Y,Single,N,127,6405.23241000,14261.836191
1279,Y,Multiple,Y,124,1550.69596000,12678.825127
1280,Y,Single,N,131,5644.49189000,11724.599908
1281,N,Single,N,162,2260.20088300,8107.075097
1282,N,Single,N,11,4167.53420600,15134.167804
1283,Y,Single,N,118,3221.47424800,12256.617003
1284,N,Single,N,160,14079.65180300,26192.007184
1285,N,Multiple,N,133,50905.50185500,426421.195962
1286,N,Single,Y,177,5890.16253100,34078.568624
1287,Y,Multiple,N,19,77862.09225500,1062675.943233
1288,N,Multiple,N,24,22709.02593100,291789.962506
1289,Y,Single,N,128,2596.50574900,8497.572655
1290,N,Multiple,Y,3,3423.35881600,33449.286068
1291,N,Single,Y,180,5525.58694700,31251.551804
1292,Y,Multiple,Y,23,1473.01824200,35791.241702
1293,N,Multiple,N,115,14315.77838700,214344.153911
1294,Y,Multiple,N,95,25915.93314200,380864.568431
1295,Y,Single,N,149,2459.41909800,6220.407061
1296,N,Multiple,Y,97,5398.43875700,63818.538238
1297,Y,Multiple,Y,194,1354.71020200,13894.663450
1298,Y,Multiple,Y,125,713.41641800,8248.695979
1299,Y,Multiple,N,2,76186.45142900,894530.629404
1300,N,Single,N,91,11114.72865600,31497.270369
1301,Y,Multiple,Y,85,1301.27836800,15820.427253
1302,N,Single,Y,167,6240.16681600,36892.059237
1303,N,Single,Y,123,9964.73197500,41516.710113
1304,N,Single,Y,95,7110.38418900,35743.956892
1305,N,Multiple,N,190,20271.39953300,311333.671515
1306,N,Multiple,Y,105,2551.25465900,32492.233103
1307,N,Multiple,N,136,7313.89274000,103013.240206
1308,N,Multiple,Y,189,3103.27345100,28400.827063
1309,Y,Multiple,N,168,19058.84455400,264783.487398
1310,N,Multiple,N,184,39864.09675200,401803.236047
1311,Y,Single,Y,145,1804.26150000,6208.906850
1312,Y,Multiple,N,163,16906.38032900,232593.883100
1313,N,Multiple,Y,65,2783.04136000,29774.971711
1314,Y,Single,Y,32,1220.23236000,4740.369815
1315,Y,Single,Y,176,1136.73618500,3610.405800
1316,Y,Single,Y,104,837.15130300,2246.160399
1317,N,Single,N,133,7506.74153000,24754.300538
1318,N,Multiple,Y,74,2953.12800400,33228.936944
1319,N,Single,Y,115,4708.54764700,31590.753533
1320,N,Single,Y,3,4797.90472600,27554.174059
1321,N,Multiple,N,59,50485.59602100,706640.489041
1322,Y,Single,Y,50,1226.63404300,4046.109352
1323,N,Single,N,80,14856.98546300,33426.036594
1324,N,Multiple,Y,13,1859.67932400,36108.208779
1325,N,Multiple,Y,158,2299.41104100,49597.873638
1326,Y,Single,Y,23,843.45349000,3168.932865
1327,Y,Multiple,Y,193,287.22060000,6991.912359
1328,N,Single,N,24,16906.93834500,50976.880590
1329,N,Multiple,Y,10,2747.32668600,23506.329915
1330,N,Single,N,50,7088.46325500,27833.128163
1331,N,Multiple,Y,173,1863.14499900,19451.788852
1332,N,Single,Y,79,7088.16693100,36821.158424
1333,Y,Multiple,Y,80,2036.73225900,19607.525632
1334,N,Single,Y,30,4746.02640000,30533.020605
1335,N,Multiple,Y,162,2578.42088300,26465.444674
1336,Y,Single,Y,179,2538.19747000,8217.320300
1337,Y,Single,Y,99,2509.68950000,7246.797969
1338,N,Single,Y,20,6694.63594700,37933.625243
1339,N,Multiple,N,65,34950.24082100,468909.150285
1340,N,Single,Y,113,4400.60263500,26003.087480
1341,Y,Single,N,43,926.18031000,2821.131006
1342,N,Multiple,N,119,24551.53819600,287065.901703
1343,N,Multiple,N,50,7456.41390000,206009.882362
1344,N,Single,Y,86,4172.38199800,24544.634022
1345,N,Single,N,60,24135.71219900,52368.493058
1346,N,Single,Y,90,7564.58432600,32006.818053
1347,Y,Single,N,172,1957.97669000,5531.896992
1348,Y,Multiple,Y,109,2145.99512100,30526.597025
1349,N,Single,N,77,30367.78130400,96980.166153
1350,Y,Single,N,72,8596.68083600,30219.355794
1351,Y,Single,N,147,6303.01894200,16935.478587
1352,N,Multiple,Y,0,3522.10232100,41283.136236
1353,Y,Multiple,Y,135,2904.67455300,27870.164089
1354,N,Multiple,Y,7,2916.74279600,24472.781765
1355,Y,Multiple,Y,10,1864.50340200,17356.686944
1356,N,Multiple,Y,182,4154.26694400,32907.745700
1357,Y,Single,Y,130,1722.76188400,3331.554289
1358,Y,Single,Y,37,1671.29511600,5737.339462
1359,Y,Multiple,N,140,21190.83069000,237969.247170
1360,Y,Single,Y,120,1414.14937300,5762.084635
1361,N,Single,Y,148,5808.82193300,28039.788691
1362,N,Multiple,N,150,14278.07043000,204163.351053
1363,N,Multiple,N,191,55799.58363200,642411.766866
1364,Y,Multiple,N,76,8845.95003700,140205.869386
1365,N,Multiple,Y,22,1585.83783600,21814.315205
1366,Y,Multiple,Y,16,2028.61118900,21863.561996
1367,Y,Single,N,64,26913.78693500,53750.963126
1368,Y,Single,Y,85,2157.65494000,7813.348019
1369,Y,Single,Y,168,2133.01516800,5743.316353
1370,N,Single,N,56,6554.56260400,22852.997601
1371,N,Single,Y,184,6864.78193700,38034.845218
1372,Y,Single,Y,78,2080.92913400,6479.719753
1373,Y,Single,Y,71,1119.48786600,7507.648047
1374,N,Multiple,Y,199,944.11210000,13322.894970
1375,N,Single,Y,116,4610.41278800,25488.238811
1376,Y,Multiple,N,117,14442.59895700,199402.311749
1377,N,Multiple,N,145,6393.13125000,111106.977927
1378,N,Multiple,N,176,23078.41805000,202955.106438
1379,N,Single,N,67,5000.35670200,10974.265113
1380,N,Multiple,Y,9,670.66241000,10741.224401
1381,N,Multiple,N,97,50764.53713900,642463.665963
1382,N,Single,Y,158,4342.52202500,28437.995893
1383,N,Single,N,179,15434.47559600,33582.107545
1384,N,Single,Y,74,7199.64072200,33771.644217
1385,N,Single,Y,132,6689.06358800,33765.914491
1386,N,Single,Y,93,4664.19079400,26217.468774
1387,Y,Single,N,5,21894.80376100,58025.655088
1388,N,Multiple,N,195,4552.52735900,88334.640475
1389,N,Single,Y,150,6847.67110600,39681.908628
1390,N,Multiple,Y,40,1270.17139800,15706.973230
1391,Y,Single,N,94,2097.85144500,4477.110828
1392,Y,Multiple,Y,141,1359.08472600,15603.902474
1393,Y,Single,N,12,523.96093000,2207.497670
1394,N,Multiple,N,96,32752.79413400,445159.845241
1395,Y,Multiple,N,50,15819.84237000,183312.149413
1396,N,Multiple,N,3,23947.16680300,208982.804105
1397,Y,Single,Y,90,4327.92642200,8939.663032
1398,Y,Multiple,N,52,15593.71194800,170601.366305
1399,Y,Single,Y,86,1944.23818200,5472.391073
1400,Y,Single,Y,170,686.49553200,2382.677788
1401,Y,Multiple,Y,66,7384.19433700,74706.904427
1402,Y,Multiple,Y,33,1908.00818100,19189.894025
1403,N,Multiple,Y,92,1367.99753500,20731.597628
1404,N,Single,N,46,5793.34731600,23068.729269
1405,N,Single,N,169,4365.07485000,13073.951378
1406,N,Multiple,Y,126,1606.42820300,25616.683516
1407,Y,Single,Y,111,1734.35730000,4440.882379
1408,Y,Multiple,N,58,13415.43581700,203078.549772
1409,N,Multiple,N,196,21506.25270400,288477.934122
1410,Y,Multiple,Y,192,1948.26206800,15145.259279
1411,Y,Single,N,124,921.99243000,2613.232366
1412,N,Multiple,Y,19,3097.20409500,36377.885027
1413,N,Multiple,Y,57,2440.00157500,22419.481181
1414,Y,Multiple,N,39,9756.24670700,109208.615795
1415,N,Single,Y,198,2956.37358000,16555.506110
1416,N,Single,Y,57,8106.67282800,33111.092171
1417,Y,Multiple,Y,63,201.60470000,1621.286007
1418,N,Multiple,Y,87,2590.17814500,26324.613475
1419,N,Single,N,111,15208.18235600,46143.105955
1420,Y,Single,N,192,2606.26497000,7253.698704
1421,N,Single,N,123,6120.50803000,17972.449215
1422,N,Single,Y,17,5597.15182400,43927.418016
1423,N,Multiple,Y,170,2394.30431300,27564.271688
1424,Y,Multiple,Y,26,8047.58529600,86173.431220
1425,N,Single,Y,27,4899.00619100,25070.204392
1426,N,Multiple,N,134,14754.76403800,180477.460135
1427,N,Multiple,N,114,14645.60328900,194370.022138
1428,Y,Multiple,Y,191,496.18706500,6155.319376
1429,Y,Multiple,Y,150,1629.20196700,19412.422740
1430,Y,Multiple,Y,122,955.12945000,19415.352069
1431,N,Multiple,Y,133,6986.10561500,74171.081821
1432,Y,Multiple,Y,19,4401.71909900,45297.167567
1433,N,Multiple,N,70,30110.07688500,332184.426692
1434,N,Multiple,N,57,17948.36451100,186860.215216
1435,N,Multiple,Y,24,1694.28430800,21447.034572
1436,Y,Multiple,N,139,72383.09963900,945560.493611
1437,Y,Single,N,137,4797.68046500,8526.960995
1438,N,Multiple,Y,129,815.03683600,12581.273947
1439,N,Multiple,N,151,3610.50481600,67732.703107
1440,Y,Single,N,99,3442.90975000,8627.333537
1441,N,Single,Y,111,5363.30055400,26553.216271
1442,Y,Multiple,N,62,19813.41473900,224931.803677
1443,Y,Multiple,N,64,66084.53978500,933741.446320
1444,Y,Single,Y,129,4365.46183500,13330.745585
1445,Y,Single,Y,46,870.27452600,3461.575932
1446,N,Single,N,168,3638.73512600,9646.307214
1447,N,Multiple,Y,108,5135.04141600,43961.629462
1448,Y,Single,N,71,2530.53322700,8843.731217
1449,Y,Multiple,N,164,4656.79387300,62849.731838
1450,Y,Multiple,N,14,25327.26347100,217872.871900
1451,N,Single,N,71,5580.73148500,18899.432978
1452,N,Single,Y,156,6692.28677200,31014.914876
1453,N,Multiple,N,130,37340.32716200,374915.609580
1454,N,Single,Y,134,8520.80198200,32364.393384
1455,N,Single,Y,141,5525.06650000,24536.165251
1456,N,Multiple,N,37,8861.33925600,132885.567735
1457,Y,Multiple,Y,163,1399.96886500,16643.855672
1458,Y,Multiple,Y,136,846.36555000,8137.311950
1459,Y,Single,N,35,17326.52071400,35567.654769
1460,N,Single,Y,28,5973.25085500,24508.466429
1461,N,Multiple,N,58,16935.22580000,151064.970027
1462,Y,Single,Y,14,2685.84895200,8210.073804
1463,N,Multiple,Y,192,1012.81095200,18648.925932
1464,Y,Multiple,N,4,9514.51137700,115284.932222
1465,N,Single,N,9,4120.97536500,10557.190255
1466,N,Multiple,N,120,27871.92066900,269221.804420
1467,Y,Single,Y,123,1789.85327800,4914.962516
1468,Y,Single,N,91,5054.09892000,10351.408783
1469,N,Multiple,Y,178,2042.06810900,20961.925449
1470,Y,Single,Y,15,448.63975000,2728.938588
1471,N,Multiple,N,173,25430.12288700,408067.113570
1472,N,Single,N,199,8574.91104700,20101.726294
1473,N,Single,N,37,9448.04789200,27852.384347
1474,Y,Multiple,N,186,2622.45782000,34973.319621
1475,N,Single,N,130,6231.64056500,16099.677318
1476,N,Single,Y,102,5175.85636800,31525.827589
1477,Y,Multiple,N,101,5739.21437200,92921.931458
1478,N,Single,N,38,19592.64215000,47129.271515
1479,N,Multiple,Y,43,2797.99460500,30644.844403
1480,N,Single,N,175,2758.65974500,8862.351372
1481,N,Single,N,36,35743.19118800,107860.875675
1482,N,Single,N,79,3365.46837600,8782.836820
1483,Y,Single,N,117,3014.63901500,11532.063524
1484,Y,Single,Y,95,1134.88438200,3273.383946
1485,Y,Multiple,N,96,25183.24696200,230269.281148
1486,N,Multiple,Y,143,2983.81715200,26330.922065
1487,N,Single,N,72,13437.95211500,31446.752458
1488,Y,Single,Y,5,2548.67876800,10248.121745
1489,N,Multiple,Y,135,1193.70217000,16294.027645
1490,Y,Single,N,41,1176.50632500,4875.389142
1491,N,Multiple,Y,198,441.06167800,10147.270488
1492,N,Multiple,N,26,24778.19364800,430816.693372
1493,Y,Single,N,111,3207.26028300,6164.431421
1494,N,Single,N,48,13319.31691800,43030.172792
1495,N,Multiple,Y,75,1532.21852800,13166.489089
1496,Y,Multiple,Y,87,1807.62396300,16453.717244
1497,N,Single,Y,161,3363.28582500,18008.208891
1498,Y,Single,Y,57,1846.15566900,5777.461347
1499,N,Single,Y,108,11667.08775800,47323.256564
1500,N,Multiple,N,152,13880.84592900,196135.976872
1501,N,Multiple,N,106,7692.30432700,183764.973672
1502,Y,Single,Y,2,4222.10753500,16079.799855
1503,N,Multiple,N,95,19596.87388100,209915.953742
1504,N,Single,N,92,19908.68050200,66537.517075
1505,N,Multiple,Y,125,2005.37267400,45182.824324
1506,Y,Multiple,Y,137,2189.18723800,20222.223299
1507,Y,Multiple,Y,8,1668.69021000,14574.069176
1508,Y,Multiple,Y,79,491.95671800,6186.376581
1509,N,Multiple,Y,194,2937.64930000,28359.644611
1510,N,Multiple,N,169,7887.60696200,92903.690621
1511,N,Multiple,N,31,19127.54466600,187838.895402
1512,N,Multiple,N,63,18871.71962400,230179.413784
1513,Y,Single,N,196,6384.84654600,19997.929105
1514,N,Single,Y,19,6419.36056300,38485.256307
1515,N,Single,N,170,34149.66513300,89005.553449
1516,Y,Multiple,Y,96,2479.45632900,15895.197473
1517,N,Multiple,N,25,32321.65382200,252697.918810
1518,N,Multiple,N,116,17510.73567100,220883.401247
1519,N,Single,N,144,18728.71720600,36192.874081
1520,N,Single,N,110,9403.91290100,26425.652454
1521,Y,Single,N,46,745.74880000,2135.725472
1522,Y,Single,N,169,2824.28437800,6528.824723
1523,Y,Single,Y,178,1228.58236500,4132.617446
1524,N,Single,Y,73,8294.34195300,41839.200431
1525,Y,Multiple,N,190,3813.77787600,50322.309653
1526,Y,Single,Y,29,571.19337500,3080.298375
1527,N,Multiple,N,83,20644.07993000,216669.984917
1528,Y,Multiple,Y,131,6008.18017100,48732.625179
1529,Y,Single,N,154,8912.28557500,44237.834417
1530,Y,Single,Y,42,11678.46842000,22172.970014
1531,Y,Single,N,81,2794.03490000,7061.952575
1532,Y,Multiple,Y,118,610.34515000,8824.294999
1533,Y,Single,Y,195,4364.94605100,12737.852276
1534,Y,Multiple,N,173,12493.28234500,202402.562423
1535,Y,Single,N,37,2167.09795000,4930.373820
1536,Y,Multiple,Y,15,308.15163000,3762.396981
1537,Y,Multiple,Y,94,736.61546600,7810.267937
1538,N,Multiple,Y,20,5275.62905400,46709.188365
1539,N,Single,N,125,3812.30701000,13488.964683
1540,Y,Single,N,138,2639.02516500,5115.232483
1541,N,Multiple,N,121,9686.03318400,110662.705678
1542,Y,Single,N,38,750.62712000,2061.753792
1543,Y,Multiple,N,187,43127.48027600,758107.321184
1544,Y,Single,N,66,5219.12212600,10528.286052
1545,Y,Single,N,175,3543.23766500,13126.281611
1546,Y,Multiple,N,70,17817.03694900,164855.707147
1547,Y,Single,N,146,5410.99221400,13344.199504
1548,N,Multiple,N,107,23354.83158800,246339.267054
1549,Y,Single,Y,160,3106.15188000,8517.591072
1550,Y,Multiple,Y,133,2303.08878700,43471.900829
1551,Y,Multiple,Y,24,1413.11979300,9000.679589
1552,Y,Multiple,Y,187,2681.93483800,34564.079092
1553,N,Multiple,Y,100,7472.27976200,82447.416818
1554,Y,Single,Y,66,3075.32791500,8235.141519
1555,Y,Single,Y,33,3199.23945600,11092.189035
1556,Y,Multiple,N,91,10260.61145600,86089.867784
1557,N,Single,Y,185,5628.13041400,30831.610990
1558,Y,Multiple,Y,111,3694.41285100,37166.815865
1559,Y,Single,N,18,7291.70219900,19579.188050
1560,Y,Multiple,N,49,3931.22113400,54244.217006
1561,N,Single,Y,48,4714.42782700,29226.438427
1562,Y,Multiple,N,88,12610.61143300,146713.675812
1563,N,Multiple,N,33,16852.11036200,168699.124168
1564,Y,Multiple,N,180,31975.32058200,313494.409226
1565,Y,Multiple,N,144,29462.78982700,350416.436594
1566,Y,Single,Y,147,3160.61493100,8561.939553
1567,Y,Single,Y,197,1141.42029900,3901.584300
1568,Y,Single,Y,53,2220.84730300,5775.742366
1569,N,Multiple,Y,1,973.45315900,20856.857669
1570,Y,Single,N,25,7999.69613800,38681.597170
1571,Y,Single,N,24,740.28895800,2423.471862
1572,Y,Single,N,52,2284.79079000,4973.098271
1573,Y,Single,N,50,3108.76599000,7757.647441
1574,N,Single,Y,37,3436.28503200,23090.714100
1575,Y,Single,Y,79,421.75625000,1867.218125
1576,Y,Multiple,Y,173,1602.43222600,30688.363696
1577,N,Single,N,148,16712.94303400,43824.869442
1578,N,Multiple,N,22,9989.30124400,156282.660974
1579,N,Single,Y,87,4569.93696900,41250.155373
1580,N,Single,Y,81,4497.44490200,26448.346506
1581,Y,Single,N,85,2350.99183900,10961.774337
1582,Y,Multiple,N,36,2359.59549300,35301.926710
1583,Y,Single,Y,26,3211.72720800,11321.048025
1584,Y,Single,Y,63,457.38587100,2899.001021
1585,Y,Single,Y,126,3251.54364600,10243.715495
